,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh)
416,0.001,1.05,0.56,1000,0,1785.6,3513.4,5299.0
417,0.001,1.05,0.56,1000,-1,1604.4,3641.0,5245.4
418,0.001,1.05,0.56,1000,-2,1433.0,3745.9,5178.9
419,0.001,1.05,0.56,1000,-3,1269.8,3833.9,5103.7
420,0.001,1.05,0.68,0,3,3532.4,589.0,4121.4
421,0.001,1.05,0.68,0,2,3287.0,719.0,4005.9
422,0.001,1.05,0.68,0,1,3043.6,853.7,3897.3
423,0.001,1.05,0.68,0,0,2802.9,995.4,3798.3
424,0.001,1.05,0.68,0,-1,2567.1,1139.0,3706.1
425,0.001,1.05,0.68,0,-2,2336.1,1275.7,3611.8
426,0.001,1.05,0.68,0,-3,2110.3,1393.1,3503.4
427,0.001,1.05,0.68,200,3,3035.8,1277.4,4313.2
428,0.001,1.05,0.68,200,2,2800.6,1456.2,4256.8
429,0.001,1.05,0.68,200,1,2568.8,1636.6,4205.4
430,0.001,1.05,0.68,200,0,2341.6,1814.3,4155.8
431,0.001,1.05,0.68,200,-1,2119.6,1978.1,4097.7
432,0.001,1.05,0.68,200,-2,1906.2,2117.5,4023.6
433,0.001,1.05,0.68,200,-3,1704.5,2228.0,3932.5
434,0.001,1.05,0.68,400,3,2693.6,2161.8,4855.3
435,0.001,1.05,0.68,400,2,2469.1,2351.8,4820.9
436,0.001,1.05,0.68,400,1,2248.9,2530.5,4779.5
437,0.001,1.05,0.68,400,0,2037.3,2690.2,4727.4
438,0.001,1.05,0.68,400,-1,1835.1,2825.5,4660.6
439,0.001,1.05,0.68,400,-2,1642.9,2935.9,4578.9
440,0.001,1.05,0.68,400,-3,1464.9,3027.9,4492.8
441,0.001,1.05,0.68,600,3,2349.5,3153.5,5503.0
442,0.001,1.05,0.68,600,2,2146.5,3331.3,5477.8
443,0.001,1.05,0.68,600,1,1950.5,3492.2,5442.7
444,0.001,1.05,0.68,600,0,1763.4,3634.5,5397.9
445,0.001,1.05,0.68,600,-1,1584.3,3754.8,5339.2
446,0.001,1.05,0.68,600,-2,1413.5,3854.5,5267.9
447,0.001,1.05,0.68,600,-3,1248.8,3938.7,5187.5
448,0.001,1.05,0.68,800,3,2174.4,3647.5,5821.9
449,0.001,1.05,0.68,800,2,1986.0,3819.5,5805.5
450,0.001,1.05,0.68,800,1,1801.8,3976.4,5778.2
451,0.001,1.05,0.68,800,0,1624.0,4114.9,5738.9
452,0.001,1.05,0.68,800,-1,1455.2,4231.6,5686.9
453,0.001,1.05,0.68,800,-2,1293.5,4329.1,5622.7
454,0.001,1.05,0.68,800,-3,1136.2,4411.6,5547.8
455,0.001,1.05,0.68,1000,3,2168.6,3649.9,5818.5
456,0.001,1.05,0.68,1000,2,1980.3,3821.9,5802.2
457,0.001,1.05,0.68,1000,1,1795.9,3978.8,5774.7
458,0.001,1.05,0.68,1000,0,1618.0,4117.2,5735.2
459,0.001,1.05,0.68,1000,-1,1449.5,4234.0,5683.5
460,0.001,1.05,0.68,1000,-2,1287.9,4331.4,5619.3
461,0.001,1.05,0.68,1000,-3,1131.3,4413.9,5545.1
462,0.001,1.05,0.8,0,3,3506.9,627.2,4134.1
463,0.001,1.05,0.8,0,2,3262.1,759.0,4021.1
464,0.001,1.05,0.8,0,1,3019.2,896.5,3915.7
465,0.001,1.05,0.8,0,0,2779.4,1039.9,3819.3
466,0.001,1.05,0.8,0,-1,2544.6,1186.7,3731.3
467,0.001,1.05,0.8,0,-2,2314.5,1323.9,3638.4
468,0.001,1.05,0.8,0,-3,2089.4,1442.3,3531.8
469,0.001,1.05,0.8,200,3,2933.8,1469.2,4403.1
470,0.001,1.05,0.8,200,2,2701.1,1656.9,4358.0
471,0.001,1.05,0.8,200,1,2472.8,1844.2,4317.0
472,0.001,1.05,0.8,200,0,2248.4,2024.0,4272.4
473,0.001,1.05,0.8,200,-1,2030.6,2186.5,4217.0
474,0.001,1.05,0.8,200,-2,1823.5,2320.0,4143.5
475,0.001,1.05,0.8,200,-3,1627.1,2425.5,4052.7
476,0.001,1.05,0.8,400,3,2549.8,2522.8,5072.6
477,0.001,1.05,0.8,400,2,2330.4,2710.2,5040.5
478,0.001,1.05,0.8,400,1,2117.8,2882.8,5000.6
479,0.001,1.05,0.8,400,0,1914.4,3035.3,4949.8
480,0.001,1.05,0.8,400,-1,1719.9,3164.0,4883.9
481,0.001,1.05,0.8,400,-2,1539.3,3268.1,4807.4
482,0.001,1.05,0.8,400,-3,1366.9,3354.9,4721.9
483,0.001,1.05,0.8,600,3,2182.1,3673.7,5855.7
484,0.001,1.05,0.8,600,2,1990.1,3844.1,5834.1
485,0.001,1.05,0.8,600,1,1805.3,3997.1,5802.3
486,0.001,1.05,0.8,600,0,1626.5,4130.6,5757.1
487,0.001,1.05,0.8,600,-1,1455.6,4243.5,5699.1
488,0.001,1.05,0.8,600,-2,1292.3,4336.6,5628.9
489,0.001,1.05,0.8,600,-3,1135.8,4416.3,5552.1
490,0.001,1.05,0.8,800,3,2004.9,4244.3,6249.2
491,0.001,1.05,0.8,800,2,1824.5,4409.4,6233.9
492,0.001,1.05,0.8,800,1,1650.2,4557.5,6207.7
493,0.001,1.05,0.8,800,0,1483.1,4687.1,6170.2
494,0.001,1.05,0.8,800,-1,1322.0,4796.7,6118.8
495,0.001,1.05,0.8,800,-2,1169.6,4887.9,6057.6
496,0.001,1.05,0.8,800,-3,1025.3,4966.0,5991.3
497,0.001,1.05,0.8,1000,3,1998.3,4252.7,6251.1
498,0.001,1.05,0.8,1000,2,1817.9,4417.5,6235.4
499,0.001,1.05,0.8,1000,1,1643.9,4565.3,6209.1
500,0.001,1.05,0.8,1000,0,1476.9,4694.8,6171.7
501,0.001,1.05,0.8,1000,-1,1316.8,4804.3,6121.1
502,0.001,1.05,0.8,1000,-2,1165.7,4895.4,6061.1
503,0.001,1.05,0.8,1000,-3,1022.5,4973.4,5995.8
504,0.001,0.85,0.2,0,3,3434.6,407.9,3842.5
505,0.001,0.85,0.2,0,2,3197.5,524.3,3721.8
506,0.001,0.85,0.2,0,1,2962.5,645.8,3608.3
507,0.001,0.85,0.2,0,0,2729.8,773.6,3503.5
508,0.001,0.85,0.2,0,-1,2501.1,903.9,3405.0
509,0.001,0.85,0.2,0,-2,2276.5,1031.1,3307.6
510,0.001,0.85,0.2,0,-3,2057.7,1145.9,3203.6
511,0.001,0.85,0.2,200,3,3297.0,552.0,3849.1
512,0.001,0.85,0.2,200,2,3062.4,681.8,3744.2
513,0.001,0.85,0.2,200,1,2830.1,819.4,3649.5
514,0.001,0.85,0.2,200,0,2600.1,962.6,3562.7
515,0.001,0.85,0.2,200,-1,2374.8,1105.4,3480.3
516,0.001,0.85,0.2,200,-2,2155.2,1238.5,3393.7
517,0.001,0.85,0.2,200,-3,1940.1,1354.7,3294.8
518,0.001,0.85,0.2,400,3,3180.2,746.8,3927.0
519,0.001,0.85,0.2,400,2,2947.8,889.9,3837.7
520,0.001,0.85,0.2,400,1,2716.7,1038.0,3754.7
521,0.001,0.85,0.2,400,0,2490.0,1189.3,3679.3
522,0.001,0.85,0.2,400,-1,2268.3,1334.6,3602.9
523,0.001,0.85,0.2,400,-2,2051.9,1467.6,3519.4
524,0.001,0.85,0.2,400,-3,1843.5,1579.6,3423.0
525,0.001,0.85,0.2,600,3,3042.2,988.3,4030.5
526,0.001,0.85,0.2,600,2,2813.9,1136.9,3950.8
527,0.001,0.85,0.2,600,1,2589.2,1295.0,3884.3
528,0.001,0.85,0.2,600,0,2369.1,1453.0,3822.1
529,0.001,0.85,0.2,600,-1,2153.3,1600.5,3753.8
530,0.001,0.85,0.2,600,-2,1944.0,1728.7,3672.7
531,0.001,0.85,0.2,600,-3,1744.3,1836.7,3581.0
532,0.001,0.85,0.2,800,3,2943.1,1118.5,4061.6
533,0.001,0.85,0.2,800,2,2720.6,1274.4,3995.0
534,0.001,0.85,0.2,800,1,2500.6,1434.4,3934.9
535,0.001,0.85,0.2,800,0,2284.7,1592.2,3877.0
536,0.001,0.85,0.2,800,-1,2075.6,1738.0,3813.6
537,0.001,0.85,0.2,800,-2,1875.1,1865.4,3740.5
538,0.001,0.85,0.2,800,-3,1681.8,1972.6,3654.3
539,0.001,0.85,0.2,1000,3,2938.5,1119.2,4057.7
540,0.001,0.85,0.2,1000,2,2716.2,1275.1,3991.3
541,0.001,0.85,0.2,1000,1,2496.3,1435.0,3931.3
542,0.001,0.85,0.2,1000,0,2280.7,1592.9,3873.6
543,0.001,0.85,0.2,1000,-1,2072.4,1738.7,3811.2
544,0.001,0.85,0.2,1000,-2,1872.1,1866.1,3738.2
545,0.001,0.85,0.2,1000,-3,1679.2,1973.2,3652.4
546,0.001,0.85,0.32,0,3,3389.6,469.7,3859.3
547,0.001,0.85,0.32,0,2,3153.6,589.6,3743.2
548,0.001,0.85,0.32,0,1,2919.6,715.9,3635.5
549,0.001,0.85,0.32,0,0,2688.2,847.6,3535.8
550,0.001,0.85,0.32,0,-1,2460.7,981.0,3441.8
551,0.001,0.85,0.32,0,-2,2238.1,1112.8,3350.8
552,0.001,0.85,0.32,0,-3,2020.7,1227.4,3248.0
553,0.001,0.85,0.32,200,3,3152.1,736.7,3888.8
554,0.001,0.85,0.32,200,2,2920.5,884.4,3805.0
555,0.001,0.85,0.32,200,1,2690.7,1037.4,3728.2
556,0.001,0.85,0.32,200,0,2465.0,1191.8,3656.9
557,0.001,0.85,0.32,200,-1,2244.9,1341.6,3586.5
558,0.001,0.85,0.32,200,-2,2029.1,1478.4,3507.5
559,0.001,0.85,0.32,200,-3,1820.7,1596.6,3417.2
560,0.001,0.85,0.32,400,3,2969.5,1098.0,4067.4
561,0.001,0.85,0.32,400,2,2741.1,1260.9,4002.0
562,0.001,0.85,0.32,400,1,2516.9,1424.5,3941.5
563,0.001,0.85,0.32,400,0,2296.9,1585.8,3882.8
564,0.001,0.85,0.32,400,-1,2082.7,1736.6,3819.3
565,0.001,0.85,0.32,400,-2,1875.8,1867.7,3743.5
566,0.001,0.85,0.32,400,-3,1679.0,1974.4,3653.4
567,0.001,0.85,0.32,600,3,2765.6,1535.6,4301.2
568,0.001,0.85,0.32,600,2,2546.9,1708.9,4255.8
569,0.001,0.85,0.32,600,1,2331.7,1876.6,4208.3
570,0.001,0.85,0.32,600,0,2120.5,2033.0,4153.5
571,0.001,0.85,0.32,600,-1,1916.9,2174.6,4091.5
572,0.001,0.85,0.32,600,-2,1723.1,2297.3,4020.3
573,0.001,0.85,0.32,600,-3,1540.2,2397.3,3937.6
574,0.001,0.85,0.32,800,3,2629.4,1764.0,4393.5
575,0.001,0.85,0.32,800,2,2420.1,1937.8,4357.9
576,0.001,0.85,0.32,800,1,2214.7,2104.9,4319.5
577,0.001,0.85,0.32,800,0,2013.5,2258.9,4272.4
578,0.001,0.85,0.32,800,-1,1822.0,2397.9,4219.9
579,0.001,0.85,0.32,800,-2,1637.9,2518.7,4156.6
580,0.001,0.85,0.32,800,-3,1462.9,2617.4,4080.4
581,0.001,0.85,0.32,1000,3,2623.6,1765.2,4388.8
582,0.001,0.85,0.32,1000,2,2415.4,1938.9,4354.3
583,0.001,0.85,0.32,1000,1,2210.1,2106.0,4316.1
584,0.001,0.85,0.32,1000,0,2009.5,2260.0,4269.6
585,0.001,0.85,0.32,1000,-1,1818.6,2399.1,4217.7
586,0.001,0.85,0.32,1000,-2,1634.7,2519.8,4154.5
587,0.001,0.85,0.32,1000,-3,1460.0,2618.5,4078.5
588,0.001,0.85,0.44,0,3,3352.2,522.6,3874.8
589,0.001,0.85,0.44,0,2,3117.0,646.0,3763.0
590,0.001,0.85,0.44,0,1,2883.9,775.2,3659.1
591,0.001,0.85,0.44,0,0,2653.7,910.7,3564.4
592,0.001,0.85,0.44,0,-1,2427.4,1047.2,3474.5
593,0.001,0.85,0.44,0,-2,2206.2,1180.6,3386.8
594,0.001,0.85,0.44,0,-3,1990.0,1295.8,3285.8
595,0.001,0.85,0.44,200,3,3018.3,932.7,3951.0
596,0.001,0.85,0.44,200,2,2789.1,1094.7,3883.8
597,0.001,0.85,0.44,200,1,2562.8,1258.2,3820.9
598,0.001,0.85,0.44,200,0,2342.2,1420.3,3762.5
599,0.001,0.85,0.44,200,-1,2125.1,1576.1,3701.2
600,0.001,0.85,0.44,200,-2,1914.3,1717.9,3632.1
601,0.001,0.85,0.44,200,-3,1713.1,1833.0,3546.2
602,0.001,0.85,0.44,400,3,2774.4,1475.0,4249.4
603,0.001,0.85,0.44,400,2,2552.4,1652.7,4205.1
604,0.001,0.85,0.44,400,1,2333.9,1828.1,4162.0
605,0.001,0.85,0.44,400,0,2120.8,1993.9,4114.7
606,0.001,0.85,0.44,400,-1,1915.1,2143.5,4058.6
607,0.001,0.85,0.44,400,-2,1719.1,2266.9,3986.0
608,0.001,0.85,0.44,400,-3,1533.6,2365.4,3899.0
609,0.001,0.85,0.44,600,3,2515.7,2123.4,4639.1
610,0.001,0.85,0.44,600,2,2305.4,2300.3,4605.7
611,0.001,0.85,0.44,600,1,2100.0,2468.4,4568.4
612,0.001,0.85,0.44,600,0,1902.0,2622.9,4524.8
613,0.001,0.85,0.44,600,-1,1714.4,2758.2,4472.6
614,0.001,0.85,0.44,600,-2,1536.4,2870.4,4406.8
615,0.001,0.85,0.44,600,-3,1368.7,2963.2,4331.9
616,0.001,0.85,0.44,800,3,2360.9,2452.0,4812.9
617,0.001,0.85,0.44,800,2,2163.1,2627.1,4790.2
618,0.001,0.85,0.44,800,1,1971.8,2791.5,4763.3
619,0.001,0.85,0.44,800,0,1786.9,2943.8,4730.7
620,0.001,0.85,0.44,800,-1,1608.2,3076.6,4684.8
621,0.001,0.85,0.44,800,-2,1438.6,3186.8,4625.4
622,0.001,0.85,0.44,800,-3,1276.8,3277.7,4554.5
623,0.001,0.85,0.44,1000,3,2355.8,2453.6,4809.4
624,0.001,0.85,0.44,1000,2,2158.6,2628.7,4787.2
625,0.001,0.85,0.44,1000,1,1967.5,2793.1,4760.5
626,0.001,0.85,0.44,1000,0,1782.9,2945.3,4728.2
627,0.001,0.85,0.44,1000,-1,1604.3,3078.1,4682.5
628,0.001,0.85,0.44,1000,-2,1434.8,3188.3,4623.1
629,0.001,0.85,0.44,1000,-3,1272.8,3279.3,4552.1
630,0.001,0.85,0.56,0,3,3320.6,568.5,3889.2
631,0.001,0.85,0.56,0,2,3086.1,694.6,3780.7
632,0.001,0.85,0.56,0,1,2853.6,826.1,3679.7
633,0.001,0.85,0.56,0,0,2624.4,964.8,3589.2
634,0.001,0.85,0.56,0,-1,2399.3,1105.3,3504.6
635,0.001,0.85,0.56,0,-2,2179.2,1239.3,3418.5
636,0.001,0.85,0.56,0,-3,1964.2,1354.9,3319.0
637,0.001,0.85,0.56,200,3,2897.0,1136.2,4033.2
638,0.001,0.85,0.56,200,2,2670.7,1305.6,3976.3
639,0.001,0.85,0.56,200,1,2448.8,1476.1,3924.9
640,0.001,0.85,0.56,200,0,2231.0,1646.3,3877.3
641,0.001,0.85,0.56,200,-1,2017.9,1806.3,3824.2
642,0.001,0.85,0.56,200,-2,1813.0,1944.6,3757.6
643,0.001,0.85,0.56,200,-3,1619.9,2056.5,3676.4
644,0.001,0.85,0.56,400,3,2601.0,1865.2,4466.2
645,0.001,0.85,0.56,400,2,2384.4,2048.9,4433.3
646,0.001,0.85,0.56,400,1,2172.0,2225.0,4397.0
647,0.001,0.85,0.56,400,0,1966.7,2387.0,4353.8
648,0.001,0.85,0.56,400,-1,1771.1,2526.6,4297.7
649,0.001,0.85,0.56,400,-2,1584.8,2639.3,4224.1
650,0.001,0.85,0.56,400,-3,1412.9,2732.2,4145.0
651,0.001,0.85,0.56,600,3,2299.0,2696.7,4995.7
652,0.001,0.85,0.56,600,2,2099.8,2872.9,4972.7
653,0.001,0.85,0.56,600,1,1907.0,3036.2,4943.2
654,0.001,0.85,0.56,600,0,1723.7,3182.1,4905.8
655,0.001,0.85,0.56,600,-1,1549.2,3307.2,4856.5
656,0.001,0.85,0.56,600,-2,1383.5,3410.3,4793.8
657,0.001,0.85,0.56,600,-3,1223.3,3496.2,4719.5
658,0.001,0.85,0.56,800,3,2138.4,3113.2,5251.6
659,0.001,0.85,0.56,800,2,1953.9,3285.2,5239.0
660,0.001,0.85,0.56,800,1,1773.5,3444.1,5217.6
661,0.001,0.85,0.56,800,0,1598.8,3586.9,5185.7
662,0.001,0.85,0.56,800,-1,1433.0,3708.6,5141.6
663,0.001,0.85,0.56,800,-2,1275.6,3809.1,5084.8
664,0.001,0.85,0.56,800,-3,1122.3,3893.2,5015.6
665,0.001,0.85,0.56,1000,3,2133.1,3115.2,5248.3
666,0.001,0.85,0.56,1000,2,1949.0,3287.1,5236.1
667,0.001,0.85,0.56,1000,1,1768.6,3446.0,5214.6
668,0.001,0.85,0.56,1000,0,1593.8,3588.8,5182.6
669,0.001,0.85,0.56,1000,-1,1427.8,3710.6,5138.4
670,0.001,0.85,0.56,1000,-2,1270.7,3811.1,5081.8
671,0.001,0.85,0.56,1000,-3,1117.4,3895.1,5012.6
672,0.001,0.85,0.68,0,3,3292.9,609.9,3902.8
673,0.001,0.85,0.68,0,2,3059.0,738.0,3797.0
674,0.001,0.85,0.68,0,1,2827.3,872.7,3699.9
675,0.001,0.85,0.68,0,0,2598.8,1013.0,3611.8
676,0.001,0.85,0.68,0,-1,2374.9,1157.1,3532.0
677,0.001,0.85,0.68,0,-2,2155.7,1291.8,3447.4
678,0.001,0.85,0.68,0,-3,1941.6,1408.5,3350.1
679,0.001,0.85,0.68,200,3,2786.6,1336.9,4123.5
680,0.001,0.85,0.68,200,2,2563.5,1512.9,4076.4
681,0.001,0.85,0.68,200,1,2344.9,1693.5,4038.3
682,0.001,0.85,0.68,200,0,2130.0,1866.7,3996.8
683,0.001,0.85,0.68,200,-1,1921.9,2026.2,3948.0
684,0.001,0.85,0.68,200,-2,1723.9,2160.4,3884.3
685,0.001,0.85,0.68,200,-3,1536.6,2266.4,3803.1
686,0.001,0.85,0.68,400,3,2445.2,2246.4,4691.6
687,0.001,0.85,0.68,400,2,2233.7,2430.1,4663.8
688,0.001,0.85,0.68,400,1,2028.8,2602.4,4631.2
689,0.001,0.85,0.68,400,0,1832.6,2755.6,4588.2
690,0.001,0.85,0.68,400,-1,1645.4,2886.0,4531.4
691,0.001,0.85,0.68,400,-2,1471.8,2992.1,4463.9
692,0.001,0.85,0.68,400,-3,1306.3,3079.9,4386.2
693,0.001,0.85,0.68,600,3,2113.6,3248.0,5361.6
694,0.001,0.85,0.68,600,2,1926.0,3419.1,5345.0
695,0.001,0.85,0.68,600,1,1746.1,3574.0,5320.1
696,0.001,0.85,0.68,600,0,1573.3,3709.9,5283.2
697,0.001,0.85,0.68,600,-1,1408.3,3825.2,5233.4
698,0.001,0.85,0.68,600,-2,1249.6,3920.3,5170.0
699,0.001,0.85,0.68,600,-3,1098.0,4001.1,5099.2
700,0.001,0.85,0.68,800,3,1950.6,3744.4,5695.0
701,0.001,0.85,0.68,800,2,1774.7,3910.2,5684.9
702,0.001,0.85,0.68,800,1,1604.3,4060.7,5665.0
703,0.001,0.85,0.68,800,0,1442.0,4192.9,5634.9
704,0.001,0.85,0.68,800,-1,1285.7,4304.7,5590.4
705,0.001,0.85,0.68,800,-2,1135.1,4398.1,5533.1
706,0.001,0.85,0.68,800,-3,993.7,4477.0,5470.7
707,0.001,0.85,0.68,1000,3,1944.6,3746.8,5691.4
708,0.001,0.85,0.68,1000,2,1768.6,3912.5,5681.1
709,0.001,0.85,0.68,1000,1,1598.4,4063.2,5661.6
710,0.001,0.85,0.68,1000,0,1436.2,4195.3,5631.5
711,0.001,0.85,0.68,1000,-1,1280.1,4307.0,5587.1
712,0.001,0.85,0.68,1000,-2,1130.6,4400.4,5531.0
713,0.001,0.85,0.68,1000,-3,990.2,4479.3,5469.5
714,0.001,0.85,0.8,0,3,3267.4,649.3,3916.7
715,0.001,0.85,0.8,0,2,3034.1,779.1,3813.2
716,0.001,0.85,0.8,0,1,2803.0,916.8,3719.8
717,0.001,0.85,0.8,0,0,2575.2,1059.0,3634.2
718,0.001,0.85,0.8,0,-1,2352.4,1205.4,3557.8
719,0.001,0.85,0.8,0,-2,2134.0,1340.7,3474.7
720,0.001,0.85,0.8,0,-3,1921.1,1458.9,3380.0
721,0.001,0.85,0.8,200,3,2685.1,1534.4,4219.6
722,0.001,0.85,0.8,200,2,2465.7,1721.7,4187.4
723,0.001,0.85,0.8,200,1,2249.5,1904.6,4154.1
724,0.001,0.85,0.8,200,0,2038.3,2080.0,4118.3
725,0.001,0.85,0.8,200,-1,1835.6,2236.4,4071.9
726,0.001,0.85,0.8,200,-2,1643.6,2364.5,4008.1
727,0.001,0.85,0.8,200,-3,1461.8,2465.8,3927.6
728,0.001,0.85,0.8,400,3,2303.8,2610.5,4914.3
729,0.001,0.85,0.8,400,2,2099.1,2791.0,4890.2
730,0.001,0.85,0.8,400,1,1902.2,2957.3,4859.6
731,0.001,0.85,0.8,400,0,1714.1,3104.2,4818.3
732,0.001,0.85,0.8,400,-1,1538.2,3227.4,4765.6
733,0.001,0.85,0.8,400,-2,1371.3,3326.4,4697.7
734,0.001,0.85,0.8,400,-3,1211.4,3409.9,4621.2
735,0.001,0.85,0.8,600,3,1954.8,3771.0,5725.8
736,0.001,0.85,0.8,600,2,1777.9,3934.5,5712.4
737,0.001,0.85,0.8,600,1,1606.5,4081.2,5687.7
738,0.001,0.85,0.8,600,0,1442.0,4209.1,5651.1
739,0.001,0.85,0.8,600,-1,1284.8,4317.1,5601.9
740,0.001,0.85,0.8,600,-2,1133.6,4405.4,5539.0
741,0.001,0.85,0.8,600,-3,991.7,4481.5,5473.1
742,0.001,0.85,0.8,800,3,1787.1,4348.0,6135.1
743,0.001,0.85,0.8,800,2,1621.1,4506.3,6127.4
744,0.001,0.85,0.8,800,1,1461.3,4648.1,6109.4
745,0.001,0.85,0.8,800,0,1306.9,4772.5,6079.4
746,0.001,0.85,0.8,800,-1,1160.9,4877.1,6038.0
747,0.001,0.85,0.8,800,-2,1022.5,4963.6,5986.1
748,0.001,0.85,0.8,800,-3,893.8,5038.1,5931.8
749,0.001,0.85,0.8,1000,3,1780.9,4362.8,6143.7
750,0.001,0.85,0.8,1000,2,1614.7,4520.7,6135.4
751,0.001,0.85,0.8,1000,1,1455.4,4662.3,6117.7
752,0.001,0.85,0.8,1000,0,1302.4,4786.4,6088.8
753,0.001,0.85,0.8,1000,-1,1157.9,4891.0,6048.8
754,0.001,0.85,0.8,1000,-2,1019.6,4977.4,5997.0
755,0.001,0.85,0.8,1000,-3,891.3,5051.8,5943.1
756,0.001,0.65,0.2,0,3,3185.0,426.3,3611.3
757,0.001,0.65,0.2,0,2,2959.9,540.8,3500.7
758,0.001,0.65,0.2,0,1,2736.7,661.7,3398.4
759,0.001,0.65,0.2,0,0,2516.4,788.8,3305.2
760,0.001,0.65,0.2,0,-1,2299.6,917.5,3217.0
761,0.001,0.65,0.2,0,-2,2087.5,1044.2,3131.7
762,0.001,0.65,0.2,0,-3,1880.8,1157.2,3038.1
763,0.001,0.65,0.2,200,3,3034.5,585.7,3620.2
764,0.001,0.65,0.2,200,2,2812.1,716.4,3528.5
765,0.001,0.65,0.2,200,1,2591.7,854.4,3446.0
766,0.001,0.65,0.2,200,0,2374.9,996.5,3371.4
767,0.001,0.65,0.2,200,-1,2162.5,1137.1,3299.6
768,0.001,0.65,0.2,200,-2,1955.2,1268.2,3223.4
769,0.001,0.65,0.2,200,-3,1754.2,1382.8,3137.0
770,0.001,0.65,0.2,400,3,2914.4,795.2,3709.7
771,0.001,0.65,0.2,400,2,2693.9,938.3,3632.1
772,0.001,0.65,0.2,400,1,2475.8,1085.9,3561.7
773,0.001,0.65,0.2,400,0,2262.4,1235.6,3497.9
774,0.001,0.65,0.2,400,-1,2053.7,1379.4,3433.1
775,0.001,0.65,0.2,400,-2,1851.4,1510.4,3361.8
776,0.001,0.65,0.2,400,-3,1658.3,1620.1,3278.5
777,0.001,0.65,0.2,600,3,2774.8,1046.3,3821.1
778,0.001,0.65,0.2,600,2,2559.5,1198.8,3758.3
779,0.001,0.65,0.2,600,1,2348.2,1356.4,3704.5
780,0.001,0.65,0.2,600,0,2140.8,1512.3,3653.1
781,0.001,0.65,0.2,600,-1,1938.9,1655.0,3593.9
782,0.001,0.65,0.2,600,-2,1745.5,1780.2,3525.7
783,0.001,0.65,0.2,600,-3,1559.7,1885.4,3445.1
784,0.001,0.65,0.2,800,3,2677.0,1182.4,3859.4
785,0.001,0.65,0.2,800,2,2467.1,1341.3,3808.3
786,0.001,0.65,0.2,800,1,2260.5,1500.0,3760.5
787,0.001,0.65,0.2,800,0,2059.8,1654.6,3714.4
788,0.001,0.65,0.2,800,-1,1866.0,1796.2,3662.1
789,0.001,0.65,0.2,800,-2,1680.3,1919.9,3600.2
790,0.001,0.65,0.2,800,-3,1502.9,2024.4,3527.3
791,0.001,0.65,0.2,1000,3,2672.4,1183.1,3855.6
792,0.001,0.65,0.2,1000,2,2462.7,1342.0,3804.6
793,0.001,0.65,0.2,1000,1,2256.4,1500.7,3757.1
794,0.001,0.65,0.2,1000,0,2056.6,1655.3,3711.9
795,0.001,0.65,0.2,1000,-1,1862.9,1796.8,3659.7
796,0.001,0.65,0.2,1000,-2,1677.6,1920.6,3598.3
797,0.001,0.65,0.2,1000,-3,1500.8,2025.1,3525.9
798,0.001,0.65,0.32,0,3,3139.8,490.1,3629.9
799,0.001,0.65,0.32,0,2,2915.6,608.3,3523.9
800,0.001,0.65,0.32,0,1,2693.5,733.8,3427.3
801,0.001,0.65,0.32,0,0,2474.6,865.3,3339.9
802,0.001,0.65,0.32,0,-1,2259.2,997.3,3256.4
803,0.001,0.65,0.32,0,-2,2049.0,1127.3,3176.3
804,0.001,0.65,0.32,0,-3,1843.7,1240.8,3084.5
805,0.001,0.65,0.32,200,3,2890.1,781.5,3671.6
806,0.001,0.65,0.32,200,2,2670.5,928.7,3599.2
807,0.001,0.65,0.32,200,1,2453.6,1080.7,3534.3
808,0.001,0.65,0.32,200,0,2241.2,1232.1,3473.3
809,0.001,0.65,0.32,200,-1,2033.3,1379.5,3412.8
810,0.001,0.65,0.32,200,-2,1831.0,1515.6,3346.6
811,0.001,0.65,0.32,200,-3,1637.8,1631.3,3269.0
812,0.001,0.65,0.32,400,3,2704.4,1161.1,3865.5
813,0.001,0.65,0.32,400,2,2489.2,1322.8,3812.0
814,0.001,0.65,0.32,400,1,2278.3,1485.2,3763.5
815,0.001,0.65,0.32,400,0,2071.8,1643.7,3715.5
816,0.001,0.65,0.32,400,-1,1871.7,1791.0,3662.7
817,0.001,0.65,0.32,400,-2,1680.5,1918.6,3599.1
818,0.001,0.65,0.32,400,-3,1499.4,2020.8,3520.2
819,0.001,0.65,0.32,600,3,2502.2,1615.5,4117.7
820,0.001,0.65,0.32,600,2,2296.7,1786.0,4082.8
821,0.001,0.65,0.32,600,1,2094.4,1948.2,4042.7
822,0.001,0.65,0.32,600,0,1898.4,2100.8,3999.2
823,0.001,0.65,0.32,600,-1,1711.6,2238.7,3950.4
824,0.001,0.65,0.32,600,-2,1534.3,2356.2,3890.5
825,0.001,0.65,0.32,600,-3,1368.0,2451.6,3819.6
826,0.001,0.65,0.32,800,3,2372.7,1848.4,4221.1
827,0.001,0.65,0.32,800,2,2176.7,2019.8,4196.5
828,0.001,0.65,0.32,800,1,1984.3,2180.8,4165.0
829,0.001,0.65,0.32,800,0,1800.5,2329.9,4130.4
830,0.001,0.65,0.32,800,-1,1623.7,2465.2,4089.0
831,0.001,0.65,0.32,800,-2,1454.5,2581.0,4035.5
