,Insulation thickness (m),Wall U-value (W/m2K),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh),Heating energy (kWh/m2),Cooling energy (kWh/m2),Total energy (kWh/m2) 
11355,0.5,0.07,1.5,0.2,400,2,1845.3,716,2561.4,79.9,31.0,110.9
11356,0.5,0.07,1.5,0.2,400,1,1691.9,829.7,2521.6,73.2,35.9,109.2
11357,0.5,0.07,1.5,0.2,400,0,1541.1,942.1,2483.2,66.7,40.8,107.5
11358,0.5,0.07,1.5,0.2,400,-1,1394.2,1052.8,2447,60.4,45.6,105.9
11359,0.5,0.07,1.5,0.2,400,-2,1252.5,1157.7,2410.2,54.2,50.1,104.3
11360,0.5,0.07,1.5,0.2,400,-3,1117.1,1249,2366.1,48.4,54.1,102.4
11361,0.5,0.07,1.5,0.2,600,3,1866.4,847.3,2713.7,80.8,36.7,117.5
11362,0.5,0.07,1.5,0.2,600,2,1714.6,969.2,2683.8,74.2,42.0,116.2
11363,0.5,0.07,1.5,0.2,600,1,1565.0,1090.6,2655.7,67.8,47.2,115.0
11364,0.5,0.07,1.5,0.2,600,0,1418.5,1209,2627.6,61.4,52.3,113.7
11365,0.5,0.07,1.5,0.2,600,-1,1276.6,1321.7,2598.3,55.3,57.2,112.5
11366,0.5,0.07,1.5,0.2,600,-2,1142.0,1424,2566.1,49.4,61.6,111.1
11367,0.5,0.07,1.5,0.2,600,-3,1013.2,1511.7,2524.9,43.9,65.4,109.3
11368,0.5,0.07,1.5,0.2,800,3,1764.8,983,2747.8,76.4,42.6,119.0
11369,0.5,0.07,1.5,0.2,800,2,1616.3,1106.8,2723.1,70.0,47.9,117.9
11370,0.5,0.07,1.5,0.2,800,1,1470.0,1230.3,2700.3,63.6,53.3,116.9
11371,0.5,0.07,1.5,0.2,800,0,1328.6,1348.2,2676.9,57.5,58.4,115.9
11372,0.5,0.07,1.5,0.2,800,-1,1193.1,1458.5,2651.6,51.7,63.1,114.8
11373,0.5,0.07,1.5,0.2,800,-2,1064.6,1558.5,2623.1,46.1,67.5,113.6
11374,0.5,0.07,1.5,0.2,800,-3,942.4,1645.2,2587.6,40.8,71.2,112.0
11375,0.5,0.07,1.5,0.2,1000,3,1759.9,983.7,2743.5,76.2,42.6,118.8
11376,0.5,0.07,1.5,0.2,1000,2,1611.5,1107.4,2719,69.8,47.9,117.7
11377,0.5,0.07,1.5,0.2,1000,1,1465.3,1231,2696.2,63.4,53.3,116.7
11378,0.5,0.07,1.5,0.2,1000,0,1324.0,1348.9,2672.9,57.3,58.4,115.7
11379,0.5,0.07,1.5,0.2,1000,-1,1189.0,1459.2,2648.2,51.5,63.2,114.6
11380,0.5,0.07,1.5,0.2,1000,-2,1061.1,1559.1,2620.2,45.9,67.5,113.4
11381,0.5,0.07,1.5,0.2,1000,-3,939.0,1645.8,2584.8,40.6,71.2,111.9
11382,0.5,0.07,1.5,0.32,0,3,2163.7,343.9,2507.5,93.7,14.9,108.5
11383,0.5,0.07,1.5,0.32,0,2,2005.1,431.7,2436.8,86.8,18.7,105.5
11384,0.5,0.07,1.5,0.32,0,1,1848.3,526.4,2374.6,80.0,22.8,102.8
11385,0.5,0.07,1.5,0.32,0,0,1695.1,627.7,2322.8,73.4,27.2,100.6
11386,0.5,0.07,1.5,0.32,0,-1,1545.4,731.4,2276.8,66.9,31.7,98.6
11387,0.5,0.07,1.5,0.32,0,-2,1398.3,830.7,2229,60.5,36.0,96.5
11388,0.5,0.07,1.5,0.32,0,-3,1255.8,921.9,2177.6,54.4,39.9,94.3
11389,0.5,0.07,1.5,0.32,200,3,1961.1,619.9,2581,84.9,26.8,111.7
11390,0.5,0.07,1.5,0.32,200,2,1806.3,735.7,2542,78.2,31.8,110.0
11391,0.5,0.07,1.5,0.32,200,1,1654.4,853.9,2508.4,71.6,37.0,108.6
11392,0.5,0.07,1.5,0.32,200,0,1505.8,970,2475.7,65.2,42.0,107.2
11393,0.5,0.07,1.5,0.32,200,-1,1360.8,1086.1,2446.8,58.9,47.0,105.9
11394,0.5,0.07,1.5,0.32,200,-2,1221.1,1196.5,2417.6,52.9,51.8,104.7
11395,0.5,0.07,1.5,0.32,200,-3,1087.7,1291.7,2379.4,47.1,55.9,103.0
11396,0.5,0.07,1.5,0.32,400,3,1784.3,1002,2786.3,77.2,43.4,120.6
11397,0.5,0.07,1.5,0.32,400,2,1632.8,1127.6,2760.4,70.7,48.8,119.5
11398,0.5,0.07,1.5,0.32,400,1,1484.4,1254.7,2739.1,64.3,54.3,118.6
11399,0.5,0.07,1.5,0.32,400,0,1340.8,1377.5,2718.2,58.0,59.6,117.7
11400,0.5,0.07,1.5,0.32,400,-1,1203.4,1493.2,2696.5,52.1,64.6,116.7
11401,0.5,0.07,1.5,0.32,400,-2,1071.9,1596.1,2668,46.4,69.1,115.5
11402,0.5,0.07,1.5,0.32,400,-3,946.8,1680.8,2627.6,41.0,72.8,113.7
11403,0.5,0.07,1.5,0.32,600,3,1579.4,1462.8,3042.2,68.4,63.3,131.7
11404,0.5,0.07,1.5,0.32,600,2,1434.8,1593.8,3028.7,62.1,69.0,131.1
11405,0.5,0.07,1.5,0.32,600,1,1294.7,1720,3014.7,56.0,74.5,130.5
11406,0.5,0.07,1.5,0.32,600,0,1161.6,1838.1,2999.7,50.3,79.6,129.9
11407,0.5,0.07,1.5,0.32,600,-1,1036.0,1945.8,2981.8,44.8,84.2,129.1
11408,0.5,0.07,1.5,0.32,600,-2,916.5,2040.6,2957.2,39.7,88.3,128.0
11409,0.5,0.07,1.5,0.32,600,-3,802.4,2119.9,2922.3,34.7,91.8,126.5
11410,0.5,0.07,1.5,0.32,800,3,1439.2,1695.5,3134.7,62.3,73.4,135.7
11411,0.5,0.07,1.5,0.32,800,2,1305.0,1825.9,3130.9,56.5,79.0,135.5
11412,0.5,0.07,1.5,0.32,800,1,1175.4,1949.9,3125.3,50.9,84.4,135.3
11413,0.5,0.07,1.5,0.32,800,0,1051.5,2065.6,3117.1,45.5,89.4,134.9
11414,0.5,0.07,1.5,0.32,800,-1,933.5,2170.9,3104.4,40.4,94.0,134.4
11415,0.5,0.07,1.5,0.32,800,-2,821.1,2264.2,3085.3,35.5,98.0,133.6
11416,0.5,0.07,1.5,0.32,800,-3,716.2,2341.9,3058,31.0,101.4,132.4
11417,0.5,0.07,1.5,0.32,1000,3,1433.3,1696.7,3130,62.0,73.5,135.5
11418,0.5,0.07,1.5,0.32,1000,2,1299.4,1827.1,3126.5,56.3,79.1,135.3
11419,0.5,0.07,1.5,0.32,1000,1,1170.0,1951,3121,50.7,84.5,135.1
11420,0.5,0.07,1.5,0.32,1000,0,1046.9,2066.8,3113.6,45.3,89.5,134.8
11421,0.5,0.07,1.5,0.32,1000,-1,929.1,2172,3101.1,40.2,94.0,134.2
11422,0.5,0.07,1.5,0.32,1000,-2,816.8,2265.3,3082.1,35.4,98.1,133.4
11423,0.5,0.07,1.5,0.32,1000,-3,712.2,2343,3055.2,30.8,101.4,132.3
11424,0.5,0.07,1.5,0.44,0,3,2125.1,401.1,2526.2,92.0,17.4,109.4
11425,0.5,0.07,1.5,0.44,0,2,1967.2,493.5,2460.7,85.2,21.4,106.5
11426,0.5,0.07,1.5,0.44,0,1,1811.2,592.9,2404.1,78.4,25.7,104.1
11427,0.5,0.07,1.5,0.44,0,0,1659.6,698,2357.6,71.8,30.2,102.1
11428,0.5,0.07,1.5,0.44,0,-1,1510.8,803.1,2313.8,65.4,34.8,100.2
11429,0.5,0.07,1.5,0.44,0,-2,1364.8,904.6,2269.4,59.1,39.2,98.2
11430,0.5,0.07,1.5,0.44,0,-3,1223.6,997.1,2220.8,53.0,43.2,96.1
11431,0.5,0.07,1.5,0.44,200,3,1822.9,849.7,2672.6,78.9,36.8,115.7
11432,0.5,0.07,1.5,0.44,200,2,1671.7,974.4,2646.1,72.4,42.2,114.5
11433,0.5,0.07,1.5,0.44,200,1,1523.1,1101.6,2624.7,65.9,47.7,113.6
11434,0.5,0.07,1.5,0.44,200,0,1378.5,1228.4,2606.9,59.7,53.2,112.9
11435,0.5,0.07,1.5,0.44,200,-1,1239.2,1349.8,2589,53.6,58.4,112.1
11436,0.5,0.07,1.5,0.44,200,-2,1106.1,1459,2565.1,47.9,63.2,111.0
11437,0.5,0.07,1.5,0.44,200,-3,978.1,1550,2528.2,42.3,67.1,109.4
11438,0.5,0.07,1.5,0.44,400,3,1582.7,1433.9,3016.6,68.5,62.1,130.6
11439,0.5,0.07,1.5,0.44,400,2,1437.2,1569.3,3006.5,62.2,67.9,130.2
11440,0.5,0.07,1.5,0.44,400,1,1297.5,1700.3,2997.8,56.2,73.6,129.8
11441,0.5,0.07,1.5,0.44,400,0,1163.4,1823.6,2987,50.4,78.9,129.3
11442,0.5,0.07,1.5,0.44,400,-1,1035.5,1935.1,2970.6,44.8,83.8,128.6
11443,0.5,0.07,1.5,0.44,400,-2,914.8,2029.5,2944.3,39.6,87.9,127.5
11444,0.5,0.07,1.5,0.44,400,-3,800.3,2105.2,2905.5,34.6,91.1,125.8
11445,0.5,0.07,1.5,0.44,600,3,1322.4,2102.4,3424.8,57.2,91.0,148.3
11446,0.5,0.07,1.5,0.44,600,2,1192.6,2234,3426.6,51.6,96.7,148.3
11447,0.5,0.07,1.5,0.44,600,1,1068.6,2359,3427.5,46.3,102.1,148.4
11448,0.5,0.07,1.5,0.44,600,0,951.1,2473.4,3424.5,41.2,107.1,148.2
11449,0.5,0.07,1.5,0.44,600,-1,838.0,2575.3,3413.2,36.3,111.5,147.8
11450,0.5,0.07,1.5,0.44,600,-2,730.4,2662,3392.5,31.6,115.2,146.9
11451,0.5,0.07,1.5,0.44,600,-3,631.5,2732.3,3363.8,27.3,118.3,145.6
11452,0.5,0.07,1.5,0.44,800,3,1174.3,2432.4,3606.7,50.8,105.3,156.1
11453,0.5,0.07,1.5,0.44,800,2,1054.2,2561.7,3615.9,45.6,110.9,156.5
11454,0.5,0.07,1.5,0.44,800,1,939.6,2683.1,3622.7,40.7,116.2,156.8
11455,0.5,0.07,1.5,0.44,800,0,831.3,2794.6,3625.8,36.0,121.0,157.0
11456,0.5,0.07,1.5,0.44,800,-1,728.1,2893.9,3622,31.5,125.3,156.8
11457,0.5,0.07,1.5,0.44,800,-2,629.9,2978.6,3608.5,27.3,128.9,156.2
11458,0.5,0.07,1.5,0.44,800,-3,537.5,3046.8,3584.3,23.3,131.9,155.2
11459,0.5,0.07,1.5,0.44,1000,3,1168.2,2434,3602.3,50.6,105.4,155.9
11460,0.5,0.07,1.5,0.44,1000,2,1048.1,2563.3,3611.5,45.4,111.0,156.3
11461,0.5,0.07,1.5,0.44,1000,1,933.7,2684.8,3618.5,40.4,116.2,156.6
11462,0.5,0.07,1.5,0.44,1000,0,825.6,2796.2,3621.7,35.7,121.0,156.8
11463,0.5,0.07,1.5,0.44,1000,-1,722.6,2895.4,3618.1,31.3,125.3,156.6
11464,0.5,0.07,1.5,0.44,1000,-2,624.5,2980.2,3604.7,27.0,129.0,156.0
11465,0.5,0.07,1.5,0.44,1000,-3,532.7,3048.4,3581.1,23.1,132.0,155.0
11466,0.5,0.07,1.5,0.56,0,3,2092.2,451.1,2543.3,90.6,19.5,110.1
11467,0.5,0.07,1.5,0.56,0,2,1934.8,547.7,2482.5,83.8,23.7,107.5
11468,0.5,0.07,1.5,0.56,0,1,1780.3,651.1,2431.4,77.1,28.2,105.3
11469,0.5,0.07,1.5,0.56,0,0,1629.6,759,2388.6,70.5,32.9,103.4
11470,0.5,0.07,1.5,0.56,0,-1,1481.3,865.6,2347,64.1,37.5,101.6
11471,0.5,0.07,1.5,0.56,0,-2,1336.4,968.8,2305.2,57.9,41.9,99.8
11472,0.5,0.07,1.5,0.56,0,-3,1196.6,1062.5,2259.2,51.8,46.0,97.8
11473,0.5,0.07,1.5,0.56,200,3,1700.0,1079.7,2779.7,73.6,46.7,120.3
11474,0.5,0.07,1.5,0.56,200,2,1551.4,1214.2,2765.6,67.2,52.6,119.7
11475,0.5,0.07,1.5,0.56,200,1,1406.9,1348.6,2755.5,60.9,58.4,119.3
11476,0.5,0.07,1.5,0.56,200,0,1267.3,1477.8,2745.1,54.9,64.0,118.8
11477,0.5,0.07,1.5,0.56,200,-1,1133.9,1597.8,2731.8,49.1,69.2,118.3
11478,0.5,0.07,1.5,0.56,200,-2,1005.4,1704.2,2709.7,43.5,73.8,117.3
11479,0.5,0.07,1.5,0.56,200,-3,883.9,1791,2674.9,38.3,77.5,115.8
11480,0.5,0.07,1.5,0.56,400,3,1408.1,1859.2,3267.3,61.0,80.5,141.4
11481,0.5,0.07,1.5,0.56,400,2,1271.2,1994.9,3266.1,55.0,86.4,141.4
11482,0.5,0.07,1.5,0.56,400,1,1139.7,2123.5,3263.2,49.3,91.9,141.3
11483,0.5,0.07,1.5,0.56,400,0,1014.8,2241.8,3256.6,43.9,97.0,141.0
11484,0.5,0.07,1.5,0.56,400,-1,896.9,2345.9,3242.8,38.8,101.6,140.4
11485,0.5,0.07,1.5,0.56,400,-2,786.1,2432.6,3218.8,34.0,105.3,139.3
11486,0.5,0.07,1.5,0.56,400,-3,682.7,2503,3185.7,29.6,108.4,137.9
11487,0.5,0.07,1.5,0.56,600,3,1120.4,2714.6,3835,48.5,117.5,166.0
11488,0.5,0.07,1.5,0.56,600,2,1002.5,2843.7,3846.3,43.4,123.1,166.5
11489,0.5,0.07,1.5,0.56,600,1,889.8,2962.3,3852.1,38.5,128.2,166.8
11490,0.5,0.07,1.5,0.56,600,0,782.0,3069.4,3851.4,33.9,132.9,166.7
11491,0.5,0.07,1.5,0.56,600,-1,682.4,3163.5,3845.9,29.5,136.9,166.5
11492,0.5,0.07,1.5,0.56,600,-2,587.4,3242,3829.4,25.4,140.3,165.8
11493,0.5,0.07,1.5,0.56,600,-3,496.8,3304.2,3801,21.5,143.0,164.5
11494,0.5,0.07,1.5,0.56,800,3,966.7,3133.1,4099.8,41.8,135.6,177.5
11495,0.5,0.07,1.5,0.56,800,2,860.0,3258.1,4118.1,37.2,141.0,178.3
11496,0.5,0.07,1.5,0.56,800,1,758.6,3373.5,4132.1,32.8,146.0,178.9
11497,0.5,0.07,1.5,0.56,800,0,662.0,3477.7,4139.8,28.7,150.5,179.2
11498,0.5,0.07,1.5,0.56,800,-1,571.8,3569.4,4141.2,24.8,154.5,179.3
11499,0.5,0.07,1.5,0.56,800,-2,489.1,3645.8,4134.8,21.2,157.8,179.0
11500,0.5,0.07,1.5,0.56,800,-3,411.8,3706.3,4118.1,17.8,160.4,178.3
11501,0.5,0.07,1.5,0.56,1000,3,959.8,3135.2,4095,41.6,135.7,177.3
11502,0.5,0.07,1.5,0.56,1000,2,853.3,3260.2,4113.5,36.9,141.1,178.1
11503,0.5,0.07,1.5,0.56,1000,1,752.3,3375.5,4127.8,32.6,146.1,178.7
11504,0.5,0.07,1.5,0.56,1000,0,656.3,3479.8,4136.1,28.4,150.6,179.1
11505,0.5,0.07,1.5,0.56,1000,-1,567.0,3571.5,4138.5,24.5,154.6,179.2
11506,0.5,0.07,1.5,0.56,1000,-2,485.0,3647.9,4132.8,21.0,157.9,178.9
11507,0.5,0.07,1.5,0.56,1000,-3,408.3,3708.5,4116.8,17.7,160.5,178.2
11508,0.5,0.07,1.5,0.68,0,3,2063.1,497.6,2560.7,89.3,21.5,110.9
11509,0.5,0.07,1.5,0.68,0,2,1906.2,597,2503.2,82.5,25.8,108.4
11510,0.5,0.07,1.5,0.68,0,1,1753.1,704,2457.1,75.9,30.5,106.4
11511,0.5,0.07,1.5,0.68,0,0,1603.0,813.5,2416.6,69.4,35.2,104.6
11512,0.5,0.07,1.5,0.68,0,-1,1455.5,922.1,2377.6,63.0,39.9,102.9
11513,0.5,0.07,1.5,0.68,0,-2,1311.5,1026.4,2338,56.8,44.4,101.2
11514,0.5,0.07,1.5,0.68,0,-3,1173.2,1120.9,2294.1,50.8,48.5,99.3
11515,0.5,0.07,1.5,0.68,200,3,1587.5,1313,2900.5,68.7,56.8,125.6
11516,0.5,0.07,1.5,0.68,200,2,1442.9,1452.7,2895.6,62.5,62.9,125.4
11517,0.5,0.07,1.5,0.68,200,1,1302.4,1587.9,2890.3,56.4,68.7,125.1
11518,0.5,0.07,1.5,0.68,200,0,1168.3,1716.3,2884.6,50.6,74.3,124.9
11519,0.5,0.07,1.5,0.68,200,-1,1039.0,1834.9,2873.9,45.0,79.4,124.4
11520,0.5,0.07,1.5,0.68,200,-2,916.8,1937.4,2854.3,39.7,83.9,123.6
11521,0.5,0.07,1.5,0.68,200,-3,802.3,2019.2,2821.5,34.7,87.4,122.1
11522,0.5,0.07,1.5,0.68,400,3,1255.9,2269.4,3525.3,54.4,98.2,152.6
11523,0.5,0.07,1.5,0.68,400,2,1126.7,2402.1,3528.8,48.8,104.0,152.8
11524,0.5,0.07,1.5,0.68,400,1,1004.6,2526.4,3531,43.5,109.4,152.9
11525,0.5,0.07,1.5,0.68,400,0,889.4,2639.2,3528.6,38.5,114.3,152.8
11526,0.5,0.07,1.5,0.68,400,-1,782.1,2737.4,3519.5,33.9,118.5,152.4
11527,0.5,0.07,1.5,0.68,400,-2,679.9,2818.1,3498,29.4,122.0,151.4
11528,0.5,0.07,1.5,0.68,400,-3,583.6,2881.9,3465.5,25.3,124.8,150.0
11529,0.5,0.07,1.5,0.68,600,3,952.6,3299.6,4252.2,41.2,142.8,184.1
11530,0.5,0.07,1.5,0.68,600,2,844.4,3422.5,4266.9,36.6,148.2,184.7
11531,0.5,0.07,1.5,0.68,600,1,743.5,3534.5,4278,32.2,153.0,185.2
11532,0.5,0.07,1.5,0.68,600,0,647.4,3634.7,4282.1,28.0,157.3,185.4
11533,0.5,0.07,1.5,0.68,600,-1,554.8,3720.7,4275.5,24.0,161.1,185.1
11534,0.5,0.07,1.5,0.68,600,-2,470.9,3790.9,4261.8,20.4,164.1,184.5
11535,0.5,0.07,1.5,0.68,600,-3,394.7,3846.2,4241,17.1,166.5,183.6
11536,0.5,0.07,1.5,0.68,800,3,803.1,3806.8,4609.9,34.8,164.8,199.6
11537,0.5,0.07,1.5,0.68,800,2,708.4,3925.4,4633.8,30.7,169.9,200.6
11538,0.5,0.07,1.5,0.68,800,1,621.7,4033.6,4655.2,26.9,174.6,201.5
11539,0.5,0.07,1.5,0.68,800,0,538.1,4130.3,4668.4,23.3,178.8,202.1
11540,0.5,0.07,1.5,0.68,800,-1,458.9,4213.7,4672.5,19.9,182.4,202.3
11541,0.5,0.07,1.5,0.68,800,-2,387.2,4281.9,4669.1,16.8,185.4,202.1
11542,0.5,0.07,1.5,0.68,800,-3,322.7,4335.4,4658.1,14.0,187.7,201.6
11543,0.5,0.07,1.5,0.68,1000,3,797.5,3819.3,4616.9,34.5,165.3,199.9
11544,0.5,0.07,1.5,0.68,1000,2,703.7,3937.9,4641.6,30.5,170.5,200.9
11545,0.5,0.07,1.5,0.68,1000,1,617.2,4046.1,4663.3,26.7,175.2,201.9
11546,0.5,0.07,1.5,0.68,1000,0,533.7,4142.8,4676.5,23.1,179.3,202.4
11547,0.5,0.07,1.5,0.68,1000,-1,454.6,4226.2,4680.8,19.7,183.0,202.6
11548,0.5,0.07,1.5,0.68,1000,-2,383.9,4294.3,4678.3,16.6,185.9,202.5
11549,0.5,0.07,1.5,0.68,1000,-3,319.9,4347.6,4667.5,13.8,188.2,202.1
11550,0.5,0.07,1.5,0.8,0,3,2036.2,542.3,2578.5,88.1,23.5,111.6
11551,0.5,0.07,1.5,0.8,0,2,1880.2,644.8,2525.1,81.4,27.9,109.3
11552,0.5,0.07,1.5,0.8,0,1,1728.1,754.5,2482.6,74.8,32.7,107.5
11553,0.5,0.07,1.5,0.8,0,0,1578.4,865.6,2444,68.3,37.5,105.8
11554,0.5,0.07,1.5,0.8,0,-1,1431.6,975.9,2407.4,62.0,42.2,104.2
11555,0.5,0.07,1.5,0.8,0,-2,1288.5,1081.4,2369.9,55.8,46.8,102.6
11556,0.5,0.07,1.5,0.8,0,-3,1151.5,1176.1,2327.6,49.8,50.9,100.8
11557,0.5,0.07,1.5,0.8,200,3,1485.4,1542.1,3027.5,64.3,66.8,131.1
11558,0.5,0.07,1.5,0.8,200,2,1344.2,1682.1,3026.3,58.2,72.8,131.0
11559,0.5,0.07,1.5,0.8,200,1,1209.0,1817.2,3026.2,52.3,78.7,131.0
11560,0.5,0.07,1.5,0.8,200,0,1078.8,1944.8,3023.6,46.7,84.2,130.9
11561,0.5,0.07,1.5,0.8,200,-1,955.1,2060.8,3015.9,41.3,89.2,130.6
11562,0.5,0.07,1.5,0.8,200,-2,839.7,2158.7,2998.4,36.3,93.5,129.8
11563,0.5,0.07,1.5,0.8,200,-3,731.4,2235.6,2967,31.7,96.8,128.4
11564,0.5,0.07,1.5,0.8,400,3,1123.4,2658.4,3781.8,48.6,115.1,163.7
11565,0.5,0.07,1.5,0.8,400,2,1003.6,2788.3,3791.9,43.4,120.7,164.2
11566,0.5,0.07,1.5,0.8,400,1,891.6,2909.3,3800.9,38.6,125.9,164.5
11567,0.5,0.07,1.5,0.8,400,0,785.7,3017.4,3803.1,34.0,130.6,164.6
11568,0.5,0.07,1.5,0.8,400,-1,683.6,3108.8,3792.4,29.6,134.6,164.2
11569,0.5,0.07,1.5,0.8,400,-2,590.4,3183.4,3773.8,25.6,137.8,163.4
11570,0.5,0.07,1.5,0.8,400,-3,503.8,3242.3,3746.1,21.8,140.4,162.2
11571,0.5,0.07,1.5,0.8,600,3,813.0,3853,4666.1,35.2,166.8,202.0
11572,0.5,0.07,1.5,0.8,600,2,716.2,3970.3,4686.5,31.0,171.9,202.9
11573,0.5,0.07,1.5,0.8,600,1,622.8,4076.1,4698.9,27.0,176.5,203.4
11574,0.5,0.07,1.5,0.8,600,0,535.7,4169.4,4705.1,23.2,180.5,203.7
11575,0.5,0.07,1.5,0.8,600,-1,455.1,4248,4703.1,19.7,183.9,203.6
11576,0.5,0.07,1.5,0.8,600,-2,381.5,4311.5,4693,16.5,186.6,203.2
11577,0.5,0.07,1.5,0.8,600,-3,313.8,4361.8,4675.6,13.6,188.8,202.4
11578,0.5,0.07,1.5,0.8,800,3,681.3,4513,5194.4,29.5,195.4,224.9
11579,0.5,0.07,1.5,0.8,800,2,597.1,4625.9,5223,25.9,200.3,226.1
11580,0.5,0.07,1.5,0.8,800,1,516.2,4727.4,5243.6,22.3,204.6,227.0
11581,0.5,0.07,1.5,0.8,800,0,440.6,4817.4,5258,19.1,208.5,227.6
11582,0.5,0.07,1.5,0.8,800,-1,373.5,4893.3,5266.8,16.2,211.8,228.0
11583,0.5,0.07,1.5,0.8,800,-2,313.1,4954.1,5267.2,13.6,214.5,228.0
11584,0.5,0.07,1.5,0.8,800,-3,255.0,5001.8,5256.8,11.0,216.5,227.6
11585,0.5,0.07,1.5,0.8,1000,3,676.3,4532.3,5208.6,29.3,196.2,225.5
11586,0.5,0.07,1.5,0.8,1000,2,592.2,4645.1,5237.3,25.6,201.1,226.7
11587,0.5,0.07,1.5,0.8,1000,1,511.9,4746.8,5258.6,22.2,205.5,227.6
11588,0.5,0.07,1.5,0.8,1000,0,437.3,4836.7,5273.9,18.9,209.4,228.3
11589,0.5,0.07,1.5,0.8,1000,-1,370.3,4912.5,5282.8,16.0,212.7,228.7
11590,0.5,0.07,1.5,0.8,1000,-2,310.2,4973.3,5283.5,13.4,215.3,228.7
11591,0.5,0.07,1.5,0.8,1000,-3,252.6,5020.9,5273.6,10.9,217.4,228.3
11592,0.5,0.07,1.2,0.2,0,3,1884.4,304.7,2189,81.6,13.2,94.8
11593,0.5,0.07,1.2,0.2,0,2,1741.8,386.7,2128.4,75.4,16.7,92.1
11594,0.5,0.07,1.2,0.2,0,1,1601.1,474.5,2075.6,69.3,20.5,89.9
11595,0.5,0.07,1.2,0.2,0,0,1464.5,570.3,2034.8,63.4,24.7,88.1
11596,0.5,0.07,1.2,0.2,0,-1,1330.1,668.1,1998.2,57.6,28.9,86.5
11597,0.5,0.07,1.2,0.2,0,-2,1199.1,761.3,1960.4,51.9,33.0,84.9
11598,0.5,0.07,1.2,0.2,0,-3,1072.2,847.2,1919.4,46.4,36.7,83.1
11599,0.5,0.07,1.2,0.2,200,3,1769.6,459.9,2229.5,76.6,19.9,96.5
11600,0.5,0.07,1.2,0.2,200,2,1628.8,559.9,2188.7,70.5,24.2,94.7
11601,0.5,0.07,1.2,0.2,200,1,1491.7,666,2157.7,64.6,28.8,93.4
11602,0.5,0.07,1.2,0.2,200,0,1357.2,771,2128.3,58.8,33.4,92.1
11603,0.5,0.07,1.2,0.2,200,-1,1226.0,872.9,2098.9,53.1,37.8,90.9
11604,0.5,0.07,1.2,0.2,200,-2,1099.0,972.3,2071.3,47.6,42.1,89.7
11605,0.5,0.07,1.2,0.2,200,-3,978.2,1063.5,2041.7,42.3,46.0,88.4
11606,0.5,0.07,1.2,0.2,400,3,1657.0,682.4,2339.4,71.7,29.5,101.3
11607,0.5,0.07,1.2,0.2,400,2,1519.0,790.6,2309.7,65.8,34.2,100.0
11608,0.5,0.07,1.2,0.2,400,1,1384.0,899.5,2283.4,59.9,38.9,98.8
11609,0.5,0.07,1.2,0.2,400,0,1252.2,1009.1,2261.3,54.2,43.7,97.9
11610,0.5,0.07,1.2,0.2,400,-1,1124.8,1115.9,2240.7,48.7,48.3,97.0
11611,0.5,0.07,1.2,0.2,400,-2,1003.4,1214.5,2217.8,43.4,52.6,96.0
11612,0.5,0.07,1.2,0.2,400,-3,886.8,1299.4,2186.1,38.4,56.3,94.6
11613,0.5,0.07,1.2,0.2,600,3,1522.1,946.3,2468.4,65.9,41.0,106.9
11614,0.5,0.07,1.2,0.2,600,2,1388.2,1062.9,2451.1,60.1,46.0,106.1
11615,0.5,0.07,1.2,0.2,600,1,1257.6,1178.3,2435.8,54.4,51.0,105.4
11616,0.5,0.07,1.2,0.2,600,0,1131.5,1290.3,2421.8,49.0,55.9,104.8
11617,0.5,0.07,1.2,0.2,600,-1,1010.9,1395.7,2406.6,43.8,60.4,104.2
11618,0.5,0.07,1.2,0.2,600,-2,896.6,1490,2386.7,38.8,64.5,103.3
11619,0.5,0.07,1.2,0.2,600,-3,787.8,1570.8,2358.5,34.1,68.0,102.1
11620,0.5,0.07,1.2,0.2,800,3,1421.9,1088.1,2510,61.6,47.1,108.7
11621,0.5,0.07,1.2,0.2,800,2,1292.3,1206.5,2498.9,55.9,52.2,108.2
11622,0.5,0.07,1.2,0.2,800,1,1167.5,1322.1,2489.7,50.5,57.2,107.8
11623,0.5,0.07,1.2,0.2,800,0,1048.3,1432.6,2480.9,45.4,62.0,107.4
11624,0.5,0.07,1.2,0.2,800,-1,934.8,1535.1,2469.9,40.5,66.5,106.9
11625,0.5,0.07,1.2,0.2,800,-2,825.9,1627.7,2453.6,35.8,70.5,106.2
11626,0.5,0.07,1.2,0.2,800,-3,722.8,1707.5,2430.3,31.3,73.9,105.2
11627,0.5,0.07,1.2,0.2,1000,3,1416.9,1088.8,2505.7,61.3,47.1,108.5
11628,0.5,0.07,1.2,0.2,1000,2,1287.6,1207.2,2494.8,55.7,52.3,108.0
11629,0.5,0.07,1.2,0.2,1000,1,1163.2,1322.8,2486,50.4,57.3,107.6
11630,0.5,0.07,1.2,0.2,1000,0,1044.6,1433.3,2477.9,45.2,62.0,107.3
11631,0.5,0.07,1.2,0.2,1000,-1,931.2,1535.8,2467,40.3,66.5,106.8
11632,0.5,0.07,1.2,0.2,1000,-2,822.7,1628.4,2451,35.6,70.5,106.1
11633,0.5,0.07,1.2,0.2,1000,-3,719.8,1708.1,2428,31.2,73.9,105.1
